2021-09-17 11:49:25,577 ERROR no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=93.0.4577.82)
2021-09-17 11:49:25,581 ERROR no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=93.0.4577.82)
2021-09-17 11:49:25,585 ERROR no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=93.0.4577.82)
2021-09-17 11:49:25,588 ERROR no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=93.0.4577.82)
2021-09-17 11:49:25,593 ERROR no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=93.0.4577.82)
2021-09-17 11:49:25,598 ERROR no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=93.0.4577.82)
2021-09-17 11:49:25,602 ERROR no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=93.0.4577.82)
2021-09-17 11:49:25,605 ERROR no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=93.0.4577.82)
2021-09-17 11:49:25,609 ERROR no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=93.0.4577.82)
2021-09-17 11:49:25,614 ERROR no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=93.0.4577.82)
2021-09-17 11:50:07,804 INFO Launching browser
2021-09-17 11:50:13,374 INFO Exit
2021-09-17 11:50:22,086 INFO Logged Suucessfully
2021-09-17 11:50:25,033 ERROR Exception has been thrown by the target of an invocation.
2021-09-17 11:50:26,494 ERROR Could not find element by: By.Name: email
2021-09-17 11:50:27,350 ERROR Could not find element by: By.Name: email
2021-09-17 11:50:28,110 ERROR Could not find element by: By.Name: email
2021-09-17 11:50:32,813 ERROR chrome not reachable
  (Session info: chrome=93.0.4577.82)
2021-09-17 12:26:40,274 INFO Launching browser
2021-09-17 12:26:45,449 INFO Exit
2021-09-17 12:26:54,506 INFO Logged Suucessfully
2021-09-17 12:26:57,775 ERROR Exception has been thrown by the target of an invocation.
2021-09-17 12:29:12,397 INFO Launching browser
2021-09-17 12:29:17,859 INFO Exit
2021-09-17 12:29:27,600 INFO Logged Suucessfully
2021-09-17 12:30:44,189 INFO Launching browser
2021-09-17 12:30:49,116 INFO Exit
2021-09-17 12:31:00,927 ERROR Product not found
2021-09-17 12:31:09,249 INFO Added to cart successfully
